Domain,Job Title,Leadership,Communication,Teamwork,Problem Solving,Creativity,Adaptability,Work Ethic,Time Management,Interpersonal Skills,Attention to Detail,Initiative,Analytical Thinking,Emotional Intelligence,Integrity,Resilience,Cultural Awareness,Programming Languages,Technical Skills,Office Tools,Job Description
PUBLIC-RELATIONS,DEVELOPMENT MANAGER,3,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,"â—¦ Review collateral and provide feedback to ensure materials reflect Make-A-Wish Michigan brand guidelines. Created weekly e-newsletter and e-mail list of runners, which has grown from 1,500 to more than 10,000. August 2011 Indiana University Lilly Family School of Philanthropy Phoenix, AZ ""The Principals and Techniques of Fundraising"" Sponsored by Make-A-Wish America Professional Affiliations Teamed with outside organizations to plan, promote and implement programs and events such as the Ann Arbor Family Days and National Volunteer Week Skills Fundraising, Audit, Best Practices, Budget, Documentation, Its, Progress, Proposals, Marketing, Public Relations, Adobe Indesign, Ads, Advertising, Contracts, Finishers, Indesign, Logistics, Satisfaction, Event Planning, Excel, Microsoft Word, Outlook, Powerpoint, Publisher, Training, Word"
PUBLIC-RELATIONS,P,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,"Windows PC and Server OS platforms through current, MS Office, MS SQL Server 2000-2008, UNIX, Linux, Internet Explorer, Adobe Photoshop, FrontPage, Dreamweaver, Flash, PowerPoint, Photo Finish, PageMaker, WordPerfect, IMAP4, plus many others.. PACS/HIS Related: CPSI - All modules of HIS, ChartLink, ClientWare, EMR - All versions of ImageLink PACS software and server systems (directed development) Non-CPSI - McKesson PACS, E-Film, Philips iSite, Sectra, GE Centricity - Current GE, Philips, Toshiba, Siemens, Konica, Kodak and Fuji radiology modalities (US, CT, CR, MR, etc), AS400, HMS, SpeechQ, MModal DocQRoute, Kronos, HMS After only 3 months in this position, I was recruited into the ImageLink PACS division as an Implementation Project Manager. This broad spectrum of involvement with multiple PACS systems left me knowledgeable on their use, tools and configuration."
PUBLIC-RELATIONS,DIRECTOR OF PUBLIC RELATIONS,0,2,3,3,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,"PROFESSIONAL Managed and oversaw 24-hour operations; conducted program under regulatory 01/2011 OTHER Volunteer: American Red Cross, Easter Seals NH Education Certifications RN Registered Nurse American Red Cross 2006-2008 Affiliations Press Association for writing Presentations marketing, presentations, and social media Skills Marketing, Public Relations, Business Development, Solutions, Budgets, Exchange, Liaison, Marketing Department, Operations, B2b, B2b Sales, Including Sales, Promotional, Sales, Sales Management, Sales Organization, Securities, Clients, American Red Cross, Documentation, Health AndWellness, Red Cross, Registered Nurse, And Marketing, Budget, Business Plan, Community Relations, Conflict Management, Crisis Management, Customer Relations, Customer Service, Educational Programs, Emergency Preparedness, Fact, Fact Erp, Graphic Design, Healthcare, Hippa, Marcom, Mba, Media Planning, Networking, Printing, Product Management, Receptionist, Retail Sales, Rn"
PUBLIC-RELATIONS,COMMUNICATIONS CONSULTANT,3,1,3,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,", State Serves as an advisor, strategist, and writer for senior physician executives, including the Chief Quality Officer. Rapidly develops stories for external website that feature patient and physician perspectives on a variety of medical advancements. Provided consultation on communication strategies that support member engagement.Â Lead project manager for regional flu communications."
PUBLIC-RELATIONS,ACCOUNT REPRESENTATIVE,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Organically increased Instagram following over 200% from 1k to 3.5k in the past four months, and achieved an average engagement rate of 12.2%. Created internal communications for Janssen, including daily media monitoring reports for C-suite executives, company-wide emails, LinkedIn articles published by leadership, training videos, and internal television slides â€¢Provided updates on running projects and set project-based goals in weekly client meetings. Organically increased Instagram following over 200% from 1k to 3.5k in the past four months, and achieved an average engagement rate of 12.2%."
PUBLIC-RELATIONS,CLIENT SERVICE SPECIALIST,2,2,3,3,0,1,3,3,2,0,3,1,0,0,2,0,0,0,2,"Confident, hard-working individual who is quick to assimilate new concepts and meet challenges Professional Experience Client Service Specialist Research strategies to enhance client relationships Facilitate and ensure loading of all eligible members into database, within 24 hours. Streamline all processes to ensure scalability and position company for doubled growth; maintain competitive market operations while accommodating client customizations."
PUBLIC-RELATIONS,SENIOR FOOD DEFENSE ANALYST,3,2,3,3,1,1,2,3,2,0,1,1,0,0,2,3,0,0,0,"Developed strategic outreach plans for significant programs to include public speaking opportunities, media articles, guidance materials, distribution, talking points, and presentations. Successfully initiated integration of the FBI as a partner resulting in law enforcement elements and funding added to initiative. Influenced senior leadership resulting in significant funding for major international initiative Established long-range objectives and developed innovative strategies to help achieve them.."
PUBLIC-RELATIONS,RESEARCH AND STUDY ELABORATION MANAGER / PUBLIC RELATIONS MANAGER / HUMAN RESOURCES SUPERVISOR,2,0,2,3,0,0,0,3,0,2,0,3,0,0,0,1,2,2,3,"https://www.linkedin.com/profile/view?id=178111535&trk=nav_responsive_tab_profile https://www.facebook.com/theofilos.bentis Additional Information *Date of Birth : December 9, 1980 *Place of Birth : Athens, Greece *Marital Status : Single Professional Summary Shifting business needs and priorities in a systematic and effective way. Excels at implementing operational assessments and conducting functional requirements analysis for businesses of all sizes. * Nationwide Greek Chambers' Research: Identifying the Problems that Affect Firms' Efficiency and Longevity, -(R.S.C.-A.C.C.I."
PUBLIC-RELATIONS,PUBLIC RELATIONS DIRECTOR,1,1,2,2,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,"Two New York area television stations-WABC-TV and WNBC-TV-did weather remotes at Newark's Branch Brook Park covering the festival. Promoted the National Marriage Project's annual studies that resulted in interviews with USA Today, Baltimore Sun, Associated Press, Washington Times, Salt Lake Tribune, WINS-AM and WOR-AM. Journalism-History Skills ABC, Bloomberg, broadcast, budget, client, clients, excellent customer service, customer service, database, Financial, Ledger, letters, marketing, media plan, mentor, newsletter, Nursing, Press, press releases, public relations, publications, publicity, radio, Real Estate, Receiving, research, sales, FM, speeches, Sun, phone, TV, Television, video, web site, articles"
PUBLIC-RELATIONS,PUBLIC RELATIONS SPECIALIST AND BRAND CONSULTANT,3,0,3,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,"Summary With so many individuals applying for a position within your organization, how can you decide who is the best candidate? Highlights MS Office Suite: Word, Excel, Access, PowerPoint, Project Pro; Cision, Google Analytics, Lexis Nexis, Fashion Experience Public Relations Specialist and Brand Consultant Sincerely, Lorena Pino Skills agency, branding, budgets, content creation, clients, direction, editorial, editor, email, event planning, special events, Fashion, financial, functional, Google Analytics, GPS, image, leadership, Lexis Nexis, marketing, marketing communications, media plans, media relations, merchandising, Access, Excel, MS Office Suite, PowerPoint, Word, press, press releases, PR, project plans, Public Relations, public speaking, retail, sales, Spanish, speeches, strategy, strategic, TV, video"
PUBLIC-RELATIONS,EDITOR,3,0,3,3,0,0,0,1,0,3,0,3,0,0,2,0,0,0,1,"Select relevant material for each issue, considering cost and benefit. Conduct follow-up visits with clients, assess refugee settlements, and submit progress reports. , Russia Russian Language and Literature/Editing/Public Relations Languages Bi-Lingual in English and Russian Skills Accounts payable, Accounts receivable, A/P, Bookkeeping, Budget Management, Excellent Communication, Contracts, Counseling, Clients, Databases, Editing, English, Feature Articles, Financial goal setting, Human Resources, Layout and Design, Team Leadership, Managing, meetings, Microsoft OfficeProducts, Networking, Office Administration, Organization Skills, Presentations, Proofreading, Publications, QuickBooks, Recruitment, Russian, Workshops."
PUBLIC-RELATIONS,HUMAN RESOURCES SUPERVISOR,0,2,3,3,0,0,2,1,2,0,0,1,0,0,0,3,0,0,3,"Summary I am a human resources & business administrator with over 10 years of progressive experience; augmented by a strong post-graduate background in human resources, conflict resolution, and international relations. Functional Expertise Strategic planning Learning & development Policies & procedures Performance reviews Recruitment/selection process Employee welfare Talent management Organization leadership Risk management Skills Microsoft Office: Word, Excel, and PowerPoint Data Track Time and Attendance Software; Electronic Data Interchange (EDI) Software Experience 08/2011 Prepared PowerPoint presentations, created Excel spreadsheet reports, gathered/distributed confidential reports Executed comprehensive learning calendar to meet individual / organizational needs; ensured use of standards, processes and tools developed by the Global learning organization."
PUBLIC-RELATIONS,MARKETING AND PUBLIC RELATIONS MANAGER,3,0,3,3,1,0,2,3,0,0,1,0,0,0,0,0,0,0,3,"Excellent communication, interpersonal and client management skills to produce outstanding visual products.Thrives in a highly collaborative, fast-paced environment. Highlights Graphic design Creative direction Art direction Budgeting Vendor / subcontractor relations Brand strategy Industry standard software: Adobe Creative Suite (Photoshop, Illustrator, InDesign, Flash, Acrobat), Quark Xpress, Microsoft office (Word, Excel, PowerPoint) Wordpress, Blackbaud NetCommunity, Constant Contact Experience Company Name Design, layout, and production of collateral such as, brochures, sell sheets, advertisements and trade show booth graphics. Blister retail packaging design for Eneloop Wii RemoteTM Charging System to be sold at Costco."
PUBLIC-RELATIONS,MANAGER OF PUBLIC RELATIONS AND COMMUNICATION,0,0,3,3,1,3,0,0,0,0,1,1,0,0,0,3,0,0,0,"Areas of work include gender equality, anti-corruption, elections, parliament, civil society, peaceful conflict mitigation, and youth civic engagement. Worked closely with donors to ensure synergy among on-going projects in the four targeted governorates. Arts Additional Information Awards Nov 2009 Youth Leaders Award, Save the Children, Sanaa Nov 2007 US Department of State, Swanee Hunt Award for Advancing Women's Role in Policy Formulation, Washington DC Nov 2006 US Department of State Superior Honor Award, Sanaa May 2006 US Department of State Meritorious Honor Award, Sanaa May 2005 US Department of State Certificate of Appreciation, Sanaa Skills advertising, concept, conferences, content, equity, Finance, functional, government, Grants, investments, legal, materials, meetings, Office, MSI, network, Oct, Oil, PDM, personnel, PR, Prime Minister, Programming, Project Design and Management, Public Relations, publicity, recruitment, Rehabilitation, strategy, Supervision, surveys, Tender, website"
PUBLIC-RELATIONS,PUBLIC RELATIONS OFFICER/ VICE-PRESIDENT,0,3,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,"Duties include: managing multi-lined customer service phones, stage set up, routine office assignments, assisting with school events, coordinate and host new student orientations, visit high schools throughout the community to recruit new students for CGCC and interact with students throughout the campus through interviews regarding their college experience participating in T.V. During my time at the Bayfront medical center I volunteered in both the NICU and interventional Cardiology departments where assisted in caring for both adults that underwent heart surgery and newborns that were suffering from a form of drug addiction or pre-mature birth. Service Activity 11/22/2010 Boys&Girls Club Thanksgiving Galo Chandler- Gilbert Community College Pecos Campus Department of Service Learning Personal Information This event was meant to benefit the families who are less fortunate, and can't afford to provide a proper Thanksgiving for their family."
PUBLIC-RELATIONS,PRESIDENT,2,0,3,3,2,0,0,3,0,0,0,3,0,0,0,3,0,0,0,"Placed media stories in thousands of international venues across multiple continents, including the Wall Street Journal, Forbes, People, Sports Illustrated, USA Today, Time and Newsweek. Large-scale international special events management, positioning and publicity expert for Future Capitals World Summit & Expo (Abu Dhabi), the World Summit on Innovation & Entrepreneurship (WSIE, Dubai), the US-Arab Economic Forum with Colin Powell (USA), and more. Partial Client List Global Organizations Sports Marketing Healthcare PPD Clinical Research Facility, Pfizer, American Institute of Healthcare & Fitness, Medical College of Ohio, Environmental Health Perspectives Financial Capital Bank, Fifth Third Bank Government, Travel, and Tourism Environmental Health Perspectives magazine, Michigan Economic Areas of Expertise Marketing Communications Strategy Corporate Communications Brand Development & Auditing Brand Message & Image Development Multi- Cultural Marketing Special Events & Launches Project & Team Management Idea Generation Public Relations Campaigns Regional, National & Global PR Publicist & Company Spokesperson Press Conferences & Media Tours Media Training & Development Collateral Writing & Development Website Content Social Media Strategy & Content Core Accomplishments Directed all PR efforts, including organizing press conferences, managing special promotions, serving as media spokesperson, managing celebrity appearances and writing media releases, sponsorship, and grant proposals."
PUBLIC-RELATIONS,SENIOR ACCOUNT MANAGER,3,0,2,0,1,0,1,3,2,0,2,1,0,0,0,0,0,0,0,"Clients included Lord & Taylor, National Center for Adaptive Neurotechnology, Complexions Spa, The Port of Coeymans, Creatacor, and more. , State Responsible for fundraising efforts to include events, sponsorships, grants, year end giving, and gift solicitation. Clients included Rent-a-Center, Beech-Nut, Invenergy LLC, NYS Rental Dealers Association, Community Health Foundation of Western New York, and Niagara Falls Bridge Commission."
PUBLIC-RELATIONS,PROPERTY MANAGEMENT ASSISTANT,0,0,2,3,0,0,2,0,2,0,0,1,0,0,0,0,2,0,0,"Conducted thorough research using diverse resources to assist professional staff with routine and special project tasks. , State Certifications Computer Science Certificate, CENTU Dominican Republic - 2009 Intermediate Python Coder/Data Analyst and advancing, DataCamp Skills Bilingual in English and Spanish Computer skills Creative Writing Strategy development Social media coordination Media relations Critical thinking Campaign management Fact checking Information gathering Strategic Planning Social media marketing Work History Property Management Assistant Conducted thorough research using diverse resources to assist professional staff with routine and special project tasks."
PUBLIC-RELATIONS,PUBLIC RELATIONS CONSULTANT,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,"Leveraged industry news to secure inclusion in a Washington Post story for Global Insight's top energy economist. , State Balanced activities for 3-6 accounts at global, technology public relations firm and worked closely with managers on strategy. Orchestrated launch of start-up, carOrder.com, its position as an ""e-dealer"" and $100 million financing; secured coverage in Wall Street Journal."
PUBLIC-RELATIONS,GENERAL MANAGER,3,0,3,2,0,0,0,3,2,0,0,3,0,0,0,1,0,0,3,"Serve as point person for Directors, staff, clients, and vendors to ensure proper lines of communication. Analytical & detail oriented with a proven record for producing quality work in strict timelines. - Law Skillsaccounting, accounts payable, Accounts Receivable, Administrative Assistant, administrative support, Photoshop, Basic, Billing, conferences, content, directing, Drafting, Editing, ENGLISH, special events, Filing, General Manager, HINDI, inventory, LANGUAGES, letters, notes, Director, managing, marketing, Meetings, Excel, office, Outlook Express, PowerPoint, Power-point, Microsoft Word, works, Internet research, organizing, payroll, phone systems, presentations, progress, Recruitment, reporting, researching, Teaching, phone, Travel arrangements"
PUBLIC-RELATIONS,Daiana Rocha,3,2,2,3,0,1,3,3,2,2,0,1,0,0,2,1,0,0,0,"Maintained up-to-the-minute knowledge of breaking news stories and responded to emergencies at any hour. , State Minor in Criminal Justice Awards and Certifications 2017 Emmy Award for the original production of, ""Embracing Autism, a Coral Gables Story."" 2016 Media Relations and Law Enforcement Training by Fraternal Order of Police Florida State Lodge."
PUBLIC-RELATIONS,PUBLIC RELATIONS & DEVELOPMENT ASSOCIATE,0,0,2,0,0,1,2,1,2,2,1,0,0,2,2,0,0,0,3,"Dedicated to process improvement Invoice processing Management of remote employees High customer service standards Client relations specialist Excellent communication skills Reviewed renewals against previous year's policies and created insurance summary booklets for VIP clients. Provide customer service, such as giving limited instructions on how to proceed with claims."
PUBLIC-RELATIONS,OFFICE ADMINISTRATOR,2,0,3,3,0,1,2,3,2,0,0,1,0,2,2,0,0,0,3,"Communication Strengths: Proven ability to develop positive relationships with both customers and team members. Received a merit raise for strong attention to detail, exemplary customer service and team-player attitude. Conducted extensive research on company history, products, and services, presenting results in class."
PUBLIC-RELATIONS,ASSISTANT COMPANY SECRETARY,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,"Summary Reliable Legal Secretary successful at maintaining complex docket systems, tracking deadlines and coordinating depositions. Highlights Microsoft Office - MS Words, Power Point, Excel, Access, Publisher SPSS 16.0 Interpersonal Skills Experience Assistant Company Secretary Accomplishments Practical Student Courses And Seminar Extended 2012 Participate in Mock Meeting Competition at Dewan Serbaguna FSPPP, UiTM Shah Alam."
PUBLIC-RELATIONS,PUBLIC RELATIONS OFFICER,1,1,3,1,0,1,0,1,2,0,0,1,0,0,0,2,0,0,1,"Coordinates with quality assurance personnel to ensure that the goods meet an acceptable standard and generates positive feedback from clients. Microbiology Interests Global War on Terrorism Operation Iraq Freedom Reading Analyzing complex issues Playing Soccer Army Achievement Medal Affiliations ACTIVE SECRET CLEARANCE and Moderate Risk Public Trust Additional Information Global War on Terrorism Operation Iraq Freedom Reading Analyzing complex issues Playing Soccer Army Achievement Medal Skills Accounting, acquisitions, Bookkeeping, Book, conflict resolution, clients, data analysis, documentation, financial, Government, inspecting, Law Enforcement, Listening, Logistics, logistics management, Marketing, materials, Office, win, Navy, personnel, Police, policies, quality assurance, receiving, reporting, requirement, scheduling, shipping, spreadsheet, Strategist, workflow"
PUBLIC-RELATIONS,BILLING SERVICES ASSOCIATE,3,2,3,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,1,"The first test run for a Membership business unit was successful and reduced offsite storage fees in half. , State Managed 45 federal government agencies ensuring their internet billing and account information were presented accurately every month. Consistently implemented new ways of resolving customer concerns and shared those ideas with the internet billing team."
PUBLIC-RELATIONS,PUBLIC RELATIONS ASSISTANT,0,0,3,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,"Assisted with the planning and execution of our annual social media campaign 'Barefaced & Beautiful, Without & Within' during National Eating Disorder Awareness Week. Utilized Raisers Edge, our Alumni Database Entry System to assist with inquires and the development of accounts. High School Graduate St. Hubert Catholic High School for Girls Additional InformationBusiness and Personal References Available upon request Skills administrative, advertising, agency, bi, clerical, conferences, content, copying, Database, Edge, editing, Editor, Event Planning, inventory, Director, Marketing, media training, meetings, Excel, Microsoft Office, office, Power Point, Publisher, Word, newsletter, press releases, progress, Public Relations, Raiser's Edge, research, social media platforms, website, workshops, articles"
PUBLIC-RELATIONS,DIRECTOR OF MARKETING,3,2,3,3,2,0,2,3,3,0,1,1,2,0,0,3,0,0,3,"2008, 2009, 2010, 2011, 2012, 2013,2014 Chosen as one of the ""Top 35 Under 35"" by SEMA Magazine Speaker/Lecturer Exhibitor Show 2004, 2005 (focus on brand building, PR basics and marketing basics) Marketing/Branding Webinar Presenter for SEMA (Specialty Equipment Market Association) 2005, 2006, 2007 Radio DJ/Morning Show Host for KCKR-FM Proficient in Word, Excel, Powerpoint, Prezi, Lotus Notes, Oracle, Hyperion, FTG, Camtasia, Photoshop, Adobe, Illustrator, Adobe InDesign, video editing software, audio editing software, Speednik, CRM Core Accomplishments Chosen for the Who's Who of Outstanding Professionals 2004, 2005, 2006. Bachelor of Communications - Baylor University - Waco, TX, 1998 Nicole Westfall: Sampling of Clients Served Over The Years Financial John Hancock Kellogg & Andelson Pharmaceutical/Medical/Spa Merck- Medco St. Jude's Children's Hospital Virbac Animal Health HealthMagic Migraine Miracle (launch) Pampered Perch (launch) Wax Poetic Carla's Concoctions Utilities Touchstone Energy Big Dig (Boston tunnel project) LPPC (Large Public Power Council) LCRA (energy consortium) NRECA (National Rural Electric Cooperative Association) Qwest Communications Lifestyle/Philanthropy Boyd Gaming Corporation Sam's Town Hotel and Casino Stardust Hotel and Casino Sam's Town Tunica Bang & Olufsen Nakamichi America House of Champions Covenant House California Dr. Judy Marshall Automotive Bentley Motors Vespa Automobili Lamborghini S.P.A Ferrari North America Indian Motorcycle Shelby Automobiles Carroll Shelby BorgWarner Turbo Systems (launch) Petersen Aviation Gooding & Company (launch) Haggerty Collector Network Meguiar's Inc. SEMA (Specialty Equipment Market Association) Royal Purple Inc. (re-launch) American Collector's Insurance Baer Inc. HKS USA Shelby Licensing Petersen Automotive Museum Kruse International Classic Restoration Enterprises Smeding Performance Street Concepts Trailgate Transfer Flow Racing Merchandise Mr. Gasket Motive Club Meacham Design, Performance Innovative Turbo Systems BSE (Bill Smulo Engineering) B & M Racing & Performance Autotecnica American Collectors Insurance Allview Mirror Corporation Media/Internet ABC Television Ebay Motors (launch) Vanguarde Media (launch) Qwest Communications Crisis Communications Company Experience Barneys of New York Exxon, Inc PG&E Corp. Federal Mogul Corporation Metabolife Regal Cinemas Edwards Theatres Grove Worldwide Furr's/Bishops Einstein/Noah Bagels Global Crossing Food Lion Southwest Gas Corporation EJ Meyer Corporation Lizzy Grubman Don King Productions Oscar De La Hoya Tri Valley Growers Halle Berry BWise Napster Steel Horse Automotive Political Communications/Strategy Experience Presidential Election for Venezuela (1999) Military Experience 01/2004"
PUBLIC-RELATIONS,CONTENT STRATEGIST,3,0,2,3,0,0,2,3,2,2,1,3,0,0,2,0,0,0,1,"Highlights Microsoft Office Social Media Marketing Strong Editing Skills Project Management Exceptional Writing and Grammar Graphic Design Expert Computer Knowledge Analytical Skills Public Relations Specialist Skilled Typist Telephone Skills/Multi-Line Fast & Accurate Data Entry Correspondence Search Engine Advertising Vector Media Photography Profit & Growth Strategies Experience Content Strategist Created a myriad of ad campaigns to promote our clients using Facebook, AdWords, Twitter, LinkedIn and more. Responsible for all administrative duties, including answering telephones, handling computer equipment, faxes, printing, data entry, spreadsheets and more."
PUBLIC-RELATIONS,PUBLIC RELATIONS EXECUTIVE,3,3,2,3,0,0,2,1,2,2,0,1,0,2,2,0,0,0,2,"Pitch all major market media, building relationships to increase client's visibility in the marketplace and create new business opportunities. Relationships with key players in the celebrity market - talent, publicists, agents, managers, stylists and editors. Create campaigns for special events, award shows, showcases or other event-related press."
PUBLIC-RELATIONS,WEB DEVELOPMENT COORDINATOR,3,0,3,3,1,3,0,1,2,0,0,3,0,0,0,0,0,2,3,"Highlights Adobe Photoshop, Acrobat, Dreamweaver *Content Management Systems (CMS) *MS Office (Word, Excel, PowerPoint, Outlook) *Quark Xpress, Interactive Designer Accomplishments National conference presenter, Health Care Internet Conference: Leading the Digital Transformation, Nov. 2014 National conference presenter, Health Care Marketing and Physician Strategies Summit, May 2014 Interactive Media Awards (IMA) Best in Class Award for CentraCare web site, 2013 Graduate, St. , State Promoted, sold and increased market share of national product lines distributed by the company. Skills Acrobat, Dreamweaver, Adobe Photoshop, ad, advertising, Agile, agency, brochures, Budget management, budgets, CMS, content, Content Management, copywriting, creative direction, clients, data analysis, Detail-oriented, E-business, educational materials, educational programs, e- mail, special events, features, UX, Leadership, marketing strategies, marketing, market, materials, Media planning, Excel, MS Office, Outlook, PowerPoint, Word, negotiator, newsletters, prescription refills, pricing, project management, proposals, purchasing, quality, Quark Xpress, Research, software training, Strategic development, Vendor relations, web site, articles"
PUBLIC-RELATIONS,INSURANCE SPECIALIST,2,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,"Finalized and maintained all types of personal lines insurance policies within the agency. Performed store opening duties, including counting cash drawers and checking all equipment for proper functioning. , United States Personal Information Majorette (twirler/ dancer) Volleyball Affiliations Walk of Life (St. Joseph Hospital) Willing to relocate: Anywhere Additional Information Won employee of the month in March 2016Skills account management, Administrative support, advertising, art, business management, call center, clerical, closing, color, client, clients, customer satisfaction, customer service, customer service, customer support, databases, direction, e-mail, employee training, fax, functional, Invoice processing, machine operation, market research and analysis, Medical Billing, Microsoft Excel, mail, Microsoft Office, MS Office Suite, payroll, personnel, POS, PR, public relations, quality, quality assurance, QuickBooks, retail, safety, sales, script, shipping, Spreadsheet, telephone, vision Additional Information Majorette (twirler/ dancer) Volleyball Affiliations Walk of Life (St. Joseph Hospital) Willing to relocate: Anywhere Additional Information Won employee of the month in March 2016"
PUBLIC-RELATIONS,ADMINISTRATIVE ASSISTANT,0,1,2,2,1,0,2,2,2,2,2,1,0,0,1,0,0,0,3,"Overseeing delivered customer service, ensuring the upheld use of company standards and addressing any consumer complaints, discrepancies, etc. - Attending daily fit meetings; evaluating the status and functionality of samples based on updates before approving for production. Confirming/tracking the return of samples from accounts/contacts Planning and preparing high-profile events, ensuring necessary items were available for execution."
PUBLIC-RELATIONS,VP,3,0,2,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,2,"Researched and provided support on legislative topics that were of interest to the Governor. Performed various clerical duties such as filing, answering phones, prepared correspondence dealing with constituent inquires. Political Science Skills streamline, ad, advertising, branding, business process, clerical, CMS, council, crisis management, crisis communications, client, clients, Edge, editing, filing, front page, Functional, Hot Dog, image, Journalism, layout, leadership, letters, Mac, director, marketing strategies, marketing, marketing collateral, materials, media relations, meetings, mentor, messaging, Excel, Microsoft Outlook, Power Point, 2000, Microsoft Word, newsletters, Operating Systems, organizing, presenting, press kits, press, press releases, processes, proposals, Public Relations, speaking, publicity, qualitative research, read, Research, scheduling, speeches, speech writing, speech, strategy, swift, answering phones, Tops, website, written communications, written, writer, articles Additional Information LEADERSHIP/VOLUNTEER WORK Advisory Board Member of Business Volunteer Unlimited's GIVE Program - Public Relations Co- Chair 2010 Graduate of Business Volunteer Unlimited's GIVE (Getting Involved in Volunteer Experiences) Program Past Board Member and Regular Volunteer at The Baltimore Humane Society - Manager of Volunteer Partnership Program with MGH Baltimore Child Abuse Center (BCAC) - Pro Bono Public Relations Support Volunteer at The SEED School of Maryland Active Member of the Gettysburg College Alumni Association - Baltimore Chapter STANDOUT AWARDS Public Relations Society of America, Maryland ""Best in Show"" Winner, OLD BAY ""Baltimore Bill the Weather Predicting Crab"" Media Stunt (2013) The Maryland Daily Record ""20 in Their Twenties"" Winner, named one of the leading young business professionals in Maryland business and one to watch (2011) Public Relations Society of America ""Bronze Anvil,"" Ocean City, Md., Department of Tourism Press Kit (2008) State of Maryland Governor's Citation, awarded for positive contributions to state government and community (2004) Congressional Award of Recognition, awarded for leadership within the community (2001)"
PUBLIC-RELATIONS,WARD CLERK UNIT SECRETARY ADMISSIONS AND DISPOSITIONS CLERK 3RD PARTY LIABILITY CLERK PATIENT,0,2,2,3,1,1,2,1,3,0,0,0,0,0,0,0,0,0,3,"Executive Summary Seeking a part-time nonmedical/retail position that will afford me the opportunity to use my various social and professional skills. As Supplemental/Cooperative Care Clerk, initiated and tracked a program to conclusion with an annual budget of $700,00 for over 40,000 beneficiaries. Supervised a support staff of six in managing all administrative functions related to patients using air evacuation services."
PUBLIC-RELATIONS,MARKETING AND SPECIAL EVENTS COORDINATOR,2,0,2,2,1,0,0,3,3,0,0,0,0,0,0,1,0,0,1,"Summary Detail oriented, organized and personable Event Coordinator relocating from the West Coast. , State Pitched creative and original ideas to clients on a regular basis for potential events. Met customers needs in a fast paced environment to maintain positive client relationship."
PUBLIC-RELATIONS,COMMUNICATIONS DIRECTOR,0,0,0,2,1,0,2,1,0,2,0,1,0,0,0,0,0,0,1,"As scholastic sports editor, operated staff of 12 full-time reporters, copy editors and photographers for sixth-largest Sunday paper in U.S. Accomplishments Youngest scholastic sports editor in nation at top-10 Sunday newspaper Numerous communications awards, including PA business writer of year and national award for PR on a Shoestring Oversaw communications for auditor general's 2008 re-election campaign that rolled up third-largest vote total in PA history, outpolling President Obama in Keystone State Crisis communications for Fortune 700 companies including Firestone, Equitable Resources and Kennametal Inc. Skills agency, community relations, content, counseling, creative writing, crisis communications, clients, customer relations, editor, financial, fundraising, government, Explorer, marketing, Marketing communications, Media relations, natural-gas, press releases, PR, profit, publications, reporter, Speechwriting, stories, strategic planning, Web site design and content, Web site, professional writing, writer, annual reports Additional Information Awards: Pennsylvania Keystone Press Award, first place, 1990 Golden Quill Award, first place, 1989 Associated Press Sports Editors, fifth place (national), 1986 Associated Press Managing Editors, first place, 1979"
